Target,VulnerabilityID,Package,InstalledVersion,FixedVersion,Severity,Title,PrimaryURL
usr/sbin/gosu,CVE-2024-24790,stdlib,v1.22.2,"1.21.11, 1.22.4",CRITICAL,golang: net/netip: Unexpected behavior from Is methods for IPv4-mapped IPv6 addresses,https://avd.aquasec.com/nvd/cve-2024-24790
usr/sbin/gosu,CVE-2025-68121,stdlib,v1.22.2,"1.24.13, 1.25.7, 1.26.0-rc.3",CRITICAL,crypto/tls: crypto/tls: Incorrect certificate validation during TLS session resumption,https://avd.aquasec.com/nvd/cve-2025-68121
usr/sbin/gosu,CVE-2024-34156,stdlib,v1.22.2,"1.22.7, 1.23.1",HIGH,encoding/gob: golang: Calling Decoder.Decode on a message which contains deeply nested structures can cause a panic due to stack exhaustion,https://avd.aquasec.com/nvd/cve-2024-34156
usr/sbin/gosu,CVE-2025-61726,stdlib,v1.22.2,"1.24.12, 1.25.6",HIGH,golang: net/url: Memory exhaustion in query parameter parsing in net/url,https://avd.aquasec.com/nvd/cve-2025-61726
usr/sbin/gosu,CVE-2025-61729,stdlib,v1.22.2,"1.24.11, 1.25.5",HIGH,crypto/x509: golang: Denial of Service due to excessive resource consumption via crafted certificate,https://avd.aquasec.com/nvd/cve-2025-61729
usr/sbin/gosu,CVE-2026-25679,stdlib,v1.22.2,"1.25.8, 1.26.1",HIGH,net/url: Incorrect parsing of IPv6 host literals in net/url,https://avd.aquasec.com/nvd/cve-2026-25679
usr/sbin/gosu,CVE-2026-27145,stdlib,v1.22.2,"1.25.11, 1.26.4",HIGH,crypto/x509: golang: golang crypto/x509: Denial of Service via excessive processing of DNS SAN entries,https://avd.aquasec.com/nvd/cve-2026-27145
usr/sbin/gosu,CVE-2026-32280,stdlib,v1.22.2,"1.25.9, 1.26.2",HIGH,crypto/x509: crypto/tls: golang: Go: Denial of Service vulnerability in certificate chain building,https://avd.aquasec.com/nvd/cve-2026-32280
usr/sbin/gosu,CVE-2026-32281,stdlib,v1.22.2,"1.25.9, 1.26.2",HIGH,crypto/x509: golang: Go crypto/x509: Denial of Service via inefficient certificate chain validation,https://avd.aquasec.com/nvd/cve-2026-32281
usr/sbin/gosu,CVE-2026-32283,stdlib,v1.22.2,"1.25.9, 1.26.2",HIGH,crypto/tls: golang: Go crypto/tls: Denial of Service via multiple TLS 1.3 key update messages,https://avd.aquasec.com/nvd/cve-2026-32283
usr/sbin/gosu,CVE-2026-33811,stdlib,v1.22.2,"1.25.10, 1.26.3",HIGH,net: golang: Go net package: Denial of Service via long CNAME response in LookupCNAME,https://avd.aquasec.com/nvd/cve-2026-33811
usr/sbin/gosu,CVE-2026-33814,stdlib,v1.22.2,"1.25.10, 1.26.3",HIGH,net/http/internal/http2: golang: golang.org/x/net: Go HTTP/2: Denial of Service via malformed SETTINGS_MAX_FRAME_SIZE frame,https://avd.aquasec.com/nvd/cve-2026-33814
usr/sbin/gosu,CVE-2026-33818,stdlib,v1.22.2,"1.25.13, 1.26.6, 1.27.0-rc.3",HIGH,encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal,https://avd.aquasec.com/nvd/cve-2026-33818
